"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001706","endoderm formation","4/119","62/18860",0.0645161290322581,10.2249932230957,5.7975233774138,0.000633779405247827,0.0295411622779404,0.0251905693430862,"COL8A1/COL12A1/ITGA4/FN1",4
"GO:0003229","ventricular cardiac muscle tissue development","4/119","62/18860",0.0645161290322581,10.2249932230957,5.7975233774138,0.000633779405247827,0.0295411622779404,0.0251905693430862,"TGFBR3/HEG1/COL14A1/EDNRA",4
"GO:0048705","skeletal system morphogenesis","7/119","232/18860",0.0301724137931034,4.78194726166329,4.61862579597678,0.000679117421017779,0.0310788827036682,0.0265018262479474,"MATN1/PRRX1/MGP/COL3A1/EYA1/TGFBR2/TBX15",7
"GO:0048562","embryonic organ morphogenesis","8/119","308/18860",0.025974025974026,4.11655571319437,4.39431632112965,0.000755577761032478,0.0339605218664062,0.028959079976414,"PRRX1/EFEMP1/EYA1/NTN1/TGFBR2/TBX15/YAP1/EDNRA",8
"GO:0032623","interleukin-2 production","4/119","66/18860",0.0606060606060606,9.60529666412019,5.5803910586109,0.000803118448449214,0.0342622624981132,0.0292163825914948,"RUNX1/PTPRC/ANXA1/NR1H4",4
"GO:0032663","regulation of interleukin-2 production","4/119","66/18860",0.0606060606060606,9.60529666412019,5.5803910586109,0.000803118448449214,0.0342622624981132,0.0292163825914948,"RUNX1/PTPRC/ANXA1/NR1H4",4
"GO:0007409","axonogenesis","10/119","472/18860",0.0211864406779661,3.35778379148269,4.13374954601115,0.000819087128916184,0.0342622624981132,0.0292163825914948,"TCTN1/CNTN4/ITGA4/NTN1/UST/FN1/COBL/EDNRA/BOC/PTPRM",10
"GO:0048568","embryonic organ development","10/119","472/18860",0.0211864406779661,3.35778379148269,4.13374954601115,0.000819087128916184,0.0342622624981132,0.0292163825914948,"PRRX1/EFEMP1/RSPO3/EYA1/NTN1/TGFBR2/TBX15/COBL/YAP1/EDNRA",10
"GO:1990138","neuron projection extension","6/119","174/18860",0.0344827586206897,5.46508258475804,4.71500739671086,0.000830352805874018,0.0342622624981132,0.0292163825914948,"NEDD4L/SLC39A12/ITGA4/NTN1/FN1/EDNRA",6
"GO:0060384","innervation","3/119","30/18860",0.1,15.8487394957983,6.48576914181134,0.000878113492229302,0.0356485751603412,0.0303985298922843,"ITGA4/SULF1/EDNRA",3
"GO:0055021","regulation of cardiac muscle tissue growth","4/119","68/18860",0.0588235294117647,9.3227879387049,5.47864567950607,0.000898750755541837,0.0359072325666477,0.0306190942447754,"RUNX1/TGFBR3/COL14A1/YAP1",4
"GO:0060840","artery development","5/119","119/18860",0.0420168067226891,6.65913424193207,4.93473149418472,0.000946896012977724,0.0367657697385116,0.0313511927302031,"PRRX1/COL3A1/EYA1/TGFBR2/EDNRA",5
"GO:0035904","aorta development","4/119","69/18860",0.0579710144927536,9.18767507002801,5.42933487128324,0.000949453727851908,0.0367657697385116,0.0313511927302031,"COL3A1/EYA1/TGFBR2/EDNRA",4
"GO:0001936","regulation of endothelial cell proliferation","6/119","181/18860",0.0331491712707182,5.25372579971215,4.58214046521566,0.0010187186045109,0.0384270860031431,0.03276784323878,"COL4A3/ITGA4/SCG2/SULF1/EGF/PTPRM",6
"GO:0001822","kidney development","8/119","323/18860",0.0247678018575851,3.92538439524417,4.22572185176691,0.00102679931935447,0.0384270860031431,0.03276784323878,"PLCE1/COL4A4/COL4A3/EYA1/WWTR1/SULF1/YAP1/EDNRA",8
"GO:0016055","Wnt signaling pathway","10/119","487/18860",0.0205338809034908,3.25436129277173,4.01637627245563,0.00103815726985051,0.0384270860031431,0.03276784323878,"RBMS3/RSPO3/DIXDC1/WWTR1/PLPP3/SULF1/MLLT3/EGF/YAP1/EDNRA",10
